Year,Month,Temperature
1901,04,18.832142857142852
1901,08,22.28214285714286
1901,12,14.566326530612242
1901,02,14.016326530612234
1901,01,13.235714285714291
1901,07,22.572448979591844
1901,06,21.90255102040816
1901,03,16.540816326530614
1901,05,20.428571428571427
1901,11,16.14591836734695
1901,10,19.08826530612245
1901,09,21.09183673469388
1902,04,18.460204081632654
1902,08,22.094387755102037
1902,12,13.806122448979583
1902,02,14.626530612244892
1902,01,14.0765306122449
1902,07,22.058673469387763
1902,06,21.54336734693877
1902,03,16.368877551020407
1902,05,19.897448979591843
1902,11,15.943877551020417
1902,10,18.782142857142844
1902,09,20.936224489795915
1903,04,18.15510204081632
1903,08,22.082142857142856
1903,12,14.098979591836748
1903,02,15.016836734693877
1903,01,13.551530612244898
1903,07,22.077551020408173
1903,06,21.441326530612244
1903,03,16.497448979591844
1903,05,20.385204081632654
1903,11,16.271938775510208
1903,10,18.949489795918367
1903,09,21.02244897959184
1904,04,18.44081632653061
1904,08,22.142857142857142
1904,12,14.272448979591834
1904,02,14.646938775510215
1904,01,13.126530612244906
1904,07,22.316836734693883
1904,06,21.50714285714287
1904,03,16.01836734693879
1904,05,20.182653061224503
1904,11,16.162755102040812
1904,10,18.907142857142862
1904,09,20.668877551020415
1905,04,18.190306122448973
1905,08,22.25816326530613
1905,12,14.48775510204082
1905,02,13.879591836734694
1905,01,12.944387755102042
1905,07,22.494897959183668
1905,06,21.83163265306122
1905,03,16.060714285714294
1905,05,20.293367346938776
1905,11,16.767346938775507
1905,10,18.729081632653063
1905,09,21.180612244897965
1906,04,18.574489795918367
1906,08,22.038265306122447
1906,12,14.1265306122449
1906,02,14.282653061224496
1906,01,13.639795918367339
1906,07,22.208673469387755
1906,06,21.610714285714284
1906,03,16.25459183673469
1906,05,20.616326530612245
1906,11,16.759693877551015
1906,10,19.078571428571426
1906,09,20.764795918367348
1907,04,17.955102040816318
1907,08,21.88265306122448
1907,12,14.178571428571429
1907,02,13.651020408163264
1907,01,13.251530612244897
1907,07,21.946428571428566
1907,06,21.316326530612244
1907,03,15.749999999999995
1907,05,20.309183673469384
1907,11,16.095918367346943
1907,10,19.41071428571429
1907,09,20.815306122448977
1908,04,18.249999999999996
1908,08,21.952040816326512
1908,12,14.05714285714286
1908,02,14.337244897959176
1908,01,13.407653061224488
1908,07,22.212244897959195
1908,06,21.8265306122449
1908,03,15.932142857142866
1908,05,20.637244897959178
1908,11,15.746938775510207
1908,10,18.835204081632646
1908,09,20.8969387755102
1909,04,18.405102040816324
1909,08,22.195918367346934
1909,12,14.625510204081635
1909,02,13.788265306122451
1909,01,13.058673469387756
1909,07,22.046428571428564
1909,06,21.204081632653065
1909,03,16.231122448979598
1909,05,20.185714285714283
1909,11,16.331122448979595
1909,10,19.275
1909,09,21.12091836734694
1910,04,18.31581632653061
1910,08,22.078571428571433
1910,12,14.384693877551015
1910,02,14.870918367346942
1910,01,13.71122448979592
1910,07,22.034693877551017
1910,06,21.634183673469376
1910,03,16.043367346938776
1910,05,20.300510204081636
1910,11,16.068367346938775
1910,10,18.87500000000001
1910,09,20.706122448979603
1911,04,18.19285714285714
1911,08,22.406122448979588
1911,12,14.72959183673469
1911,02,13.78469387755102
1911,01,13.184183673469397
1911,07,22.288265306122444
1911,06,21.29744897959185
1911,03,15.925000000000008
1911,05,20.304081632653073
1911,11,16.757142857142856
1911,10,18.939795918367345
1911,09,21.021428571428576
1912,04,18.361734693877548
1912,08,21.676020408163275
1912,12,14.52295918367347
1912,02,14.945408163265304
1912,01,13.403061224489798
1912,07,22.090816326530618
1912,06,21.7454081632653
1912,03,16.855612244897962
1912,05,20.271938775510215
1912,11,16.01785714285714
1912,10,18.526530612244894
1912,09,20.36734693877551
1913,04,18.440816326530605
1913,08,21.951020408163256
1913,12,14.494897959183676
1913,02,14.240816326530606
1913,01,13.622448979591839
1913,07,21.89336734693878
1913,06,21.263265306122463
1913,03,16.302040816326528
1913,05,20.17704081632653
1913,11,16.787755102040823
1913,10,19.04336734693877
1913,09,21.04744897959184
1914,04,18.733163265306125
1914,08,22.08163265306122
1914,12,14.669897959183674
1914,02,14.869387755102041
1914,01,13.598979591836738
1914,07,22.291836734693884
1914,06,21.515816326530622
1914,03,16.687755102040818
1914,05,20.332142857142856
1914,11,16.14999999999999
1914,10,18.84489795918367
1914,09,20.83673469387755
1915,04,18.412244897959177
1915,08,22.109183673469385
1915,12,14.816326530612242
1915,02,14.61020408163266
1915,01,14.08367346938775
1915,07,22.298469387755105
1915,06,21.794387755102044
1915,03,16.077551020408162
1915,05,20.465306122448986
1915,11,16.297959183673473
1915,10,18.8530612244898
1915,09,20.825000000000003
1916,04,18.54591836734694
1916,08,22.01530612244897
1916,12,14.525
1916,02,14.49030612244898
1916,01,14.174489795918369
1916,07,22.231122448979598
1916,06,21.315816326530616
1916,03,16.449489795918378
1916,05,20.442857142857147
1916,11,16.53367346938775
1916,10,18.849489795918366
1916,09,20.64438775510205
1917,04,18.059183673469384
1917,08,22.2954081632653
1917,12,13.527551020408163
1917,02,13.646428571428572
1917,01,13.483163265306123
1917,07,22.305102040816326
1917,06,21.76785714285714
1917,03,15.62602040816327
1917,05,20.29183673469388
1917,11,16.482142857142854
1917,10,18.740816326530613
1917,09,21.12295918367348
1918,04,18.316836734693865
1918,08,21.964795918367347
1918,12,14.409183673469395
1918,02,14.294387755102042
1918,01,13.387755102040828
1918,07,22.16275510204083
1918,06,21.1045918367347
1918,03,16.065816326530616
1918,05,20.164285714285707
1918,11,16.361224489795923
1918,10,19.35051020408163
1918,09,21.162244897959198
1919,04,18.370408163265306
1919,08,22.082653061224494
1919,12,14.294387755102047
1919,02,14.526020408163264
1919,01,13.935204081632666
1919,07,21.899489795918374
1919,06,21.403571428571432
1919,03,16.333673469387758
1919,05,19.956122448979595
1919,11,16.041326530612245
1919,10,18.896428571428572
1919,09,21.219897959183676
1920,04,18.874489795918368
1920,08,21.985714285714277
1920,12,13.898469387755101
1920,02,14.227040816326532
1920,01,14.083163265306128
1920,07,22.25153061224491
1920,06,21.41785714285715
1920,03,16.704591836734693
1920,05,20.701530612244902
1920,11,15.972448979591844
1920,10,18.714795918367344
1920,09,21.094387755102044
1921,04,18.646428571428576
1921,08,22.23622448979593
1921,12,14.290816326530619
1921,02,14.288265306122447
1921,01,14.262755102040819
1921,07,22.39183673469388
1921,06,21.397959183673464
1921,03,16.55
1921,05,20.63010204081632
1921,11,15.848469387755102
1921,10,19.152040816326533
1921,09,20.897959183673475
1922,04,18.393877551020406
1922,08,22.130102040816325
1922,12,14.434183673469384
1922,02,14.299489795918362
1922,01,13.414285714285716
1922,07,22.172959183673466
1922,06,21.613775510204096
1922,03,16.56734693877552
1922,05,20.532142857142862
1922,11,16.317857142857147
1922,10,18.691836734693872
1922,09,20.699489795918375
1923,04,18.11275510204082
1923,08,22.043877551020405
1923,12,14.417346938775507
1923,02,14.304081632653062
1923,01,13.944387755102042
1923,07,22.29387755102041
1923,06,21.186224489795922
1923,03,16.57704081632654
1923,05,20.427040816326528
1923,11,16.797448979591834
1923,10,19.466326530612253
1923,09,20.991326530612252
1924,04,18.461224489795914
1924,08,21.99897959183674
1924,12,14.28214285714285
1924,02,14.104081632653061
1924,01,13.447448979591847
1924,07,22.290816326530603
1924,06,21.81275510204082
1924,03,16.298469387755105
1924,05,20.71989795918368
1924,11,16.349999999999994
1924,10,19.103061224489807
1924,09,21.270408163265298
1925,04,18.607653061224493
1925,08,22.27091836734694
1925,12,14.486224489795928
1925,02,14.699489795918367
1925,01,13.549489795918376
1925,07,22.27908163265306
1925,06,21.38520408163266
1925,03,16.27653061224491
1925,05,20.552040816326535
1925,11,16.480612244897962
1925,10,18.983673469387757
1925,09,20.85969387755102
1926,04,18.785714285714292
1926,08,22.169897959183675
1926,12,14.40969387755102
1926,02,15.264795918367348
1926,01,13.962755102040822
1926,07,22.21785714285714
1926,06,21.606632653061226
1926,03,16.480612244897955
1926,05,20.39795918367347
1926,11,17.1265306122449
1926,10,19.132142857142853
1926,09,21.289285714285718
1927,04,18.50459183673468
1927,08,22.370408163265296
1927,12,13.903571428571421
1927,02,14.182142857142857
1927,01,13.658673469387754
1927,07,22.54591836734692
1927,06,21.698469387755118
1927,03,16.626020408163274
1927,05,20.328571428571408
1927,11,16.646428571428583
1927,10,19.382653061224485
1927,09,21.289285714285718
1928,04,18.810714285714276
1928,08,22.143877551020413
1928,12,14.201530612244898
1928,02,14.462755102040818
1928,01,13.747959183673483
1928,07,22.53214285714286
1928,06,21.428571428571427
1928,03,15.959693877551027
1928,05,20.192346938775515
1928,11,16.957653061224487
1928,10,19.05
1928,09,21.163265306122447
1929,04,18.03571428571428
1929,08,22.213265306122445
1929,12,14.414285714285718
1929,02,13.099489795918364
1929,01,12.798979591836734
1929,07,22.129591836734697
1929,06,21.3234693877551
1929,03,15.856122448979589
1929,05,20.579591836734693
1929,11,16.824999999999996
1929,10,19.182653061224496
1929,09,21.134183673469398
1930,04,18.713775510204066
1930,08,22.216326530612236
1930,12,14.550510204081638
1930,02,14.344897959183665
1930,01,13.770408163265309
1930,07,22.224999999999998
1930,06,21.788265306122444
1930,03,16.553061224489802
1930,05,20.307653061224485
1930,11,16.95969387755102
1930,10,19.09489795918367
1930,09,21.05867346938776
1931,04,18.363265306122454
1931,08,22.3515306122449
1931,12,14.226020408163262
1931,02,14.10408163265307
1931,01,13.860714285714284
1931,07,22.488265306122443
1931,06,21.810204081632648
1931,03,16.1045918367347
1931,05,20.754591836734697
1931,11,16.47806122448978
1931,10,19.032653061224487
1931,09,20.656122448979595
1932,04,18.643877551020402
1932,08,22.464795918367354
1932,12,14.478571428571431
1932,02,13.83775510204082
1932,01,14.042857142857146
1932,07,22.436224489795915
1932,06,21.58112244897959
1932,03,15.884183673469384
1932,05,20.403571428571432
1932,11,16.64132653061225
1932,10,19.39387755102041
1932,09,21.54387755102041
1933,04,18.334183673469383
1933,08,22.329591836734696
1933,12,13.595918367346938
1933,02,14.453061224489792
1933,01,13.11275510204082
1933,07,22.357142857142854
1933,06,21.267346938775503
1933,03,16.29948979591836
1933,05,20.40357142857142
1933,11,16.484183673469392
1933,10,19.105102040816334
1933,09,20.931122448979593
1934,04,18.890816326530608
1934,08,22.296938775510217
1934,12,14.996428571428575
1934,02,14.408163265306118
1934,01,13.316326530612255
1934,07,22.486224489795934
1934,06,21.768367346938778
1934,03,16.45561224489796
1934,05,20.744387755102043
1934,11,16.7484693877551
1934,10,19.228571428571428
1934,09,21.310714285714287
1935,04,18.476530612244897
1935,08,22.188775510204092
1935,12,14.587244897959186
1935,02,14.733163265306121
1935,01,13.238265306122456
1935,07,22.339795918367344
1935,06,21.88979591836736
1935,03,16.404591836734703
1935,05,20.254591836734697
1935,11,16.458163265306126
1935,10,19.517857142857135
1935,09,21.230102040816327
1936,04,18.636734693877546
1936,08,22.151530612244898
1936,12,14.507142857142865
1936,02,14.612755102040818
1936,01,14.29540816326531
1936,07,22.449489795918364
1936,06,21.61275510204082
1936,03,16.724489795918377
1936,05,20.569387755102053
1936,11,16.7469387755102
1936,10,18.79642857142858
1936,09,20.920408163265307
1937,04,18.703571428571433
1937,08,22.50102040816327
1937,12,14.403571428571425
1937,02,14.943877551020407
1937,01,13.359693877551019
1937,07,22.47755102040818
1937,06,21.945918367346952
1937,03,16.531632653061223
1937,05,20.867857142857144
1937,11,16.84489795918367
1937,10,19.389795918367348
1937,09,21.44285714285714
1938,04,18.495408163265314
1938,08,22.492346938775515
1938,12,14.272448979591838
1938,02,14.778061224489797
1938,01,13.95
1938,07,22.493367346938776
